Channel	Type	Low			High
76			N			     0	 54174
77			N			     0	 54174
78			N			     0	 54174
81			N			     0	 54174
82			N			     0	 54174
83			N			     0	 54174
84			N			     0	 54174
11			N			108000	116000
12			N			108000	116000
13			N			108000	116000
14			N			108000	116000
15			N			108000	116000
16			N			108000	116000
17			N			108000	116000
18			N			108000	116000
21			N			108000	116000
22			N			108000	116000
23			N			108000	116000
24			N			108000	116000
25			N			108000	116000
26			N			108000	116000
27			N			108000	116000
28			N			108000	116000
31			N			108000	116000
32			N			108000	116000
33			N			108000	116000
34			N			108000	116000
35			N			108000	116000
36			N			108000	116000
37			N			108000	116000
38			N			108000	116000
41			N			108000	116000
42			N			108000	116000
43			N			108000	116000
44			N			108000	116000
45			N			108000	116000
46			N			108000	116000
47			N			108000	116000
48			N			108000	116000
51			N			108000	116000
52			N			108000	116000
53			N			108000	116000
54			N			108000	116000
55			N			108000	116000
56			N			108000	116000
57			N			108000	116000
58			N			108000	116000
61			N			108000	116000
62			N			108000	116000
63			N			108000	116000
64			N			108000	116000
65			N			108000	116000
66			N			108000	116000
67			N			108000	116000
68			N			108000	116000
71			N			108000	116000
72			N			108000	116000
73			N			108000	116000
74			N			108000	116000
75			N			108000	116000
76			N			108000	116000
77			N			108000	116000
78			N			108000	116000
81			N			108000	116000
82			N			108000	116000
83			N			108000	116000
84			N			108000	116000
11			N			138000	156000
12			N			138000	156000
13			N			138000	156000
14			N			138000	156000
15			N			138000	156000
16			N			138000	156000
17			N			138000	156000
18			N			138000	156000
21			N			138000	156000
22			N			138000	156000
23			N			138000	156000
24			N			138000	156000
25			N			138000	156000
26			N			138000	156000
27			N			138000	156000
28			N			138000	156000
31			N			138000	156000
32			N			138000	156000
33			N			138000	156000
34			N			138000	156000
35			N			138000	156000
36			N			138000	156000
37			N			138000	156000
38			N			138000	156000
41			N			138000	156000
42			N			138000	156000
43			N			138000	156000
44			N			138000	156000
45			N			138000	156000
46			N			138000	156000
47			N			138000	156000
48			N			138000	156000
51			N			138000	156000
52			N			138000	156000
53			N			138000	156000
54			N			138000	156000
55			N			138000	156000
56			N			138000	156000
57			N			138000	156000
58			N			138000	156000
61			N			138000	156000
62			N			138000	156000
63			N			138000	156000
64			N			138000	156000
65			N			138000	156000
66			N			138000	156000
67			N			138000	156000
68			N			138000	156000
71			N			138000	156000
72			N			138000	156000
73			N			138000	156000
74			N			138000	156000
75			N			138000	156000
76			N			138000	156000
77			N			138000	156000
78			N			138000	156000
81			N			138000	156000
82			N			138000	156000
83			N			138000	156000
84			N			138000	156000
11			N			244000	388000
12			N			244000	388000
13			N			244000	388000
14			N			244000	388000
15			N			244000	388000
16			N			244000	388000
17			N			244000	388000
18			N			244000	388000
21			N			244000	388000
22			N			244000	388000
23			N			244000	388000
24			N			244000	388000
25			N			244000	388000
26			N			244000	388000
27			N			244000	388000
28			N			244000	388000
31			N			244000	388000
32			N			244000	388000
33			N			244000	388000
34			N			244000	388000
35			N			244000	388000
36			N			244000	388000
37			N			244000	388000
38			N			244000	388000
41			N			244000	388000
42			N			244000	388000
43			N			244000	388000
44			N			244000	388000
45			N			244000	388000
46			N			244000	388000
47			N			244000	388000
48			N			244000	388000
51			N			244000	388000
52			N			244000	388000
53			N			244000	388000
54			N			244000	388000
55			N			244000	388000
56			N			244000	388000
57			N			244000	388000
58			N			244000	388000
61			N			244000	388000
62			N			244000	388000
63			N			244000	388000
64			N			244000	388000
65			N			244000	388000
66			N			244000	388000
67			N			244000	388000
68			N			244000	388000
71			N			244000	388000
72			N			244000	388000
73			N			244000	388000
74			N			244000	388000
75			N			244000	388000
76			N			244000	388000
77			N			244000	388000
78			N			244000	388000
81			N			244000	388000
82			N			244000	388000
83			N			244000	388000
84			N			244000	388000
11			G          0	 24000
12			G          0	 24000
13			G          0	 24000
14			G          0	 24000
15			G          0	 24000
16			G          0	 24000
17			G          0	 24000
18			G          0	 24000
21			G          0	 24000
22			G          0	 24000
23			G          0	 24000
24			G          0	 24000
25			G          0	 24000
26			G          0	 24000
27			G          0	 24000
28			G          0	 24000
31			G          0	 24000
32			G          0	 24000
33			G          0	 24000
34			G          0	 24000
35			G          0	 24000
36			G          0	 24000
37			G          0	 24000
38			G          0	 24000
41			G          0	 24000
42			G          0	 24000
43			G          0	 24000
44			G          0	 24000
45			G          0	 24000
46			G          0	 24000
47			G          0	 24000
48			G          0	 24000
51			G          0	 24000
52			G          0	 24000
53			G          0	 24000
54			G          0	 24000
55			G          0	 24000
56			G          0	 24000
57			G          0	 24000
58			G          0	 24000
61			G          0	 24000
62			G          0	 24000
63			G          0	 24000
64			G          0	 24000
65			G          0	 24000
66			G          0	 24000
67			G          0	 24000
68			G          0	 24000
71			G          0	 24000
72			G          0	 24000
73			G          0	 24000
74			G          0	 24000
75			G          0	 24000
76			G          0	 24000
77			G          0	 24000
78			G          0	 24000
81			G          0	 24000
82			G          0	 24000
83			G          0	 24000
84			G          0	 24000
11			G      24000	188000
12			G      24000	188000
13			G      24000	188000
14			G      24000	188000
15			G      24000	188000
16			G      24000	188000
17			G      24000	188000
18			G      24000	188000
21			G      24000	188000
22			G      24000	188000
23			G      24000	188000
24			G      24000	188000
25			G      24000	188000
26			G      24000	188000
27			G      24000	188000
28			G      24000	188000
31			G      24000	188000
32			G      24000	188000
33			G      24000	188000
34			G      24000	188000
35			G      24000	188000
36			G      24000	188000
37			G      24000	188000
38			G      24000	188000
41			G      24000	188000
42			G      24000	188000
43			G      24000	188000
44			G      24000	188000
45			G      24000	188000
46			G      24000	188000
47			G      24000	188000
48			G      24000	188000
51			G      24000	188000
52			G      24000	188000
53			G      24000	188000
54			G      24000	188000
55			G      24000	188000
56			G      24000	188000
57			G      24000	188000
58			G      24000	188000
61			G      24000	188000
62			G      24000	188000
63			G      24000	188000
64			G      24000	188000
65			G      24000	188000
66			G      24000	188000
67			G      24000	188000
68			G      24000	188000
71			G      24000	188000
72			G      24000	188000
73			G      24000	188000
74			G      24000	188000
75			G      24000	188000
76			G      24000	188000
77			G      24000	188000
78			G      24000	188000
81			G      24000	188000
82			G      24000	188000
83			G      24000	188000
84			G      24000	188000
11			G     328000	396000
12			G     328000	396000
13			G     328000	396000
14			G     328000	396000
15			G     328000	396000
16			G     328000	396000
17			G     328000	396000
18			G     328000	396000
21			G     328000	396000
22			G     328000	396000
23			G     328000	396000
24			G     328000	396000
25			G     328000	396000
26			G     328000	396000
27			G     328000	396000
28			G     328000	396000
31			G     328000	396000
32			G     328000	396000
33			G     328000	396000
34			G     328000	396000
35			G     328000	396000
36			G     328000	396000
37			G     328000	396000
38			G     328000	396000
41			G     328000	396000
42			G     328000	396000
43			G     328000	396000
44			G     328000	396000
45			G     328000	396000
46			G     328000	396000
47			G     328000	396000
48			G     328000	396000
51			G     328000	396000
52			G     328000	396000
53			G     328000	396000
54			G     328000	396000
55			G     328000	396000
56			G     328000	396000
57			G     328000	396000
58			G     328000	396000
61			G     328000	396000
62			G     328000	396000
63			G     328000	396000
64			G     328000	396000
65			G     328000	396000
66			G     328000	396000
67			G     328000	396000
68			G     328000	396000
71			G     328000	396000
72			G     328000	396000
73			G     328000	396000
74			G     328000	396000
75			G     328000	396000
76			G     328000	396000
77			G     328000	396000
78			G     328000	396000
81			G     328000	396000
82			G     328000	396000
83			G     328000	396000
84			G     328000	396000
90			N			     0	 88737
90			N			190000	250000
91			N			     0	 88737
91			N			200000	260000
95			e			 25000	195000
90			G			   845	   849
90			G			  1237	  1241
91			G			   845	   849
91			G			  1237	  1241
90			G			  1406	  1410
91			G			  1406	  1410
90			G			   989	   993
91			G			   989	   993
90			G			  1037	  1041
91			G			  1037	  1041
90			G			   841	   845
90			G			  1012	  1016
91			G			   841	   845
91			G			  1012	  1016
90			G			  1217	  1221
90			G			  1761	  1765
91			G			  1217	  1221
91			G			  1761	  1765
90			G			  1724	  1728
91			G			  1724	  1728
90			G			   437	   441
90			G			  1634	  1638
91			G			   437	   441
91			G			  1634	  1638
90			G			   667	   671
90			G			   960	   964
91			G			   667	   671
91			G			   960	   964
90			G			   768	   772
90			G			  1113	  1117
91			G			   768	   772
91			G			  1113	  1117
